26.4702622684567,-36.44411931413,155
26.4702622684568,-30.13161931413,155
26.7254706017902,-29.6732859807967,155
26.7254706017903,-0.360785980796527,155
-12.8682793982096,-0.360785980796399,155
-12.8682793982097,-13.8607859807964,155
-26.8682793982097,-13.8607859807964,155
-26.8682793982097,-36.5482859807965,155
-6.86827939820974,-36.5482859807966,155
13.1317206017903,-36.5482859807967,155
26.36609560179,-36.5482859807967,155
26.36609560179,-37.56911931413,155
27.4910956017902,-37.56911931413,155
27.4910956017902,-36.44411931413,155
26.4702622684567,-36.44411931413,155
