47.1785956017903,44.7746306858699,155
47.1785956017903,28.7982309462868,155
45.1785956017902,28.7982309462868,155
45.1785956017902,22.8085001694129,155
47.2410956017903,22.8085001694129,155
47.2410956017902,14.9100473525368,155
53.0770331017902,14.9100473525368,155
53.0770331017902,11.9100473525368,155
86.6160956017898,11.9100473525367,155
86.6160956017898,16.4775929254534,155
86.6785956017898,17.5091684462867,155
86.6785956017899,44.7746306858698,155
47.1785956017903,44.7746306858699,155
